Date,daily_new_cases
6/16/2020,18.0
6/17/2020,23.0
6/18/2020,27.0
6/19/2020,32.0
6/20/2020,18.0
6/21/2020,6.0
6/22/2020,30.0
6/23/2020,36.0
6/24/2020,37.0
6/25/2020,50.0
6/26/2020,42.0
6/27/2020,25.0
6/28/2020,29.0
6/29/2020,73.0
6/30/2020,52.0
7/1/2020,58.0
7/2/2020,111.0
7/3/2020,66.0
7/4/2020,61.0
7/5/2020,32.0
7/6/2020,93.0
7/7/2020,112.0
7/8/2020,64.0
7/9/2020,82.0
7/10/2020,94.0
7/11/2020,109.0
7/12/2020,72.0
7/13/2020,152.0
7/14/2020,141.0
7/15/2020,119.0
7/16/2020,170.0
7/17/2020,134.0
7/18/2020,124.0
7/19/2020,65.0
7/20/2020,219.0
7/21/2020,126.0
7/22/2020,226.0
7/23/2020,189.0
7/24/2020,181.0
7/25/2020,101.0
7/26/2020,70.0
7/27/2020,175.0
7/28/2020,230.0
7/29/2020,180.0
7/30/2020,107.0
7/31/2020,82.0
8/1/2020,52.0
8/2/2020,68.0
8/3/2020,186.0
8/4/2020,158.0
8/5/2020,141.0
8/6/2020,97.0
8/7/2020,145.0
8/8/2020,22.0
8/9/2020,66.0
8/10/2020,151.0
8/11/2020,110.0
8/12/2020,88.0
8/13/2020,134.0
8/14/2020,79.0
8/15/2020,12.0
8/16/2020,63.0
8/17/2020,104.0
8/18/2020,83.0
8/19/2020,107.0
8/20/2020,74.0
8/21/2020,60.0
8/22/2020,6.0
8/23/2020,40.0
8/24/2020,103.0
8/25/2020,114.0
8/26/2020,79.0
8/27/2020,115.0
8/28/2020,91.0
8/29/2020,12.0
8/30/2020,66.0
8/31/2020,123.0
9/1/2020,136.0
9/2/2020,249.0
9/3/2020,132.0
9/4/2020,183.0
9/5/2020,59.0
9/6/2020,139.0
9/7/2020,196.0
9/8/2020,248.0
9/9/2020,270.0
9/10/2020,317.0
9/11/2020,270.0
9/12/2020,124.0
9/13/2020,164.0
9/14/2020,360.0
9/15/2020,339.0
9/16/2020,294.0
9/17/2020,329.0
9/18/2020,221.0
9/19/2020,163.0
9/20/2020,27.0
9/21/2020,180.0
9/22/2020,442.0
9/23/2020,491.0
9/24/2020,615.0
9/25/2020,697.0
9/26/2020,362.0
9/27/2020,207.0
9/28/2020,40.0
9/29/2020,506.0
9/30/2020,1172.0
10/1/2020,887.0
10/2/2020,654.0
10/3/2020,146.0
10/4/2020,291.0
10/5/2020,782.0
10/6/2020,484.0
10/7/2020,513.0
10/8/2020,382.0
10/9/2020,292.0
10/10/2020,72.0
10/11/2020,207.0
10/12/2020,403.0
10/13/2020,238.0
10/14/2020,203.0
10/15/2020,125.0
10/16/2020,98.0
10/17/2020,11.0
10/18/2020,100.0
10/19/2020,102.0
10/20/2020,100.0
10/21/2020,63.0
10/22/2020,40.0
10/23/2020,34.0
10/24/2020,2.0
10/25/2020,34.0
10/26/2020,24.0
10/27/2020,34.0
10/28/2020,30.0
10/29/2020,31.0
10/30/2020,21.0
10/31/2020,4.0
11/1/2020,24.0
11/2/2020,21.0
11/3/2020,22.0
11/4/2020,8.0
11/5/2020,18.0
11/6/2020,19.0
11/7/2020,1.0
11/8/2020,22.0
11/9/2020,12.0
11/10/2020,23.0
11/11/2020,17.0
11/12/2020,12.0
11/13/2020,21.0
11/14/2020,0.0
11/15/2020,11.0
11/16/2020,28.0
11/17/2020,19.0
11/18/2020,23.0
11/19/2020,14.0
11/20/2020,7.0
11/21/2020,0.0
11/22/2020,19.0
11/23/2020,13.0
11/24/2020,16.0
11/25/2020,16.0
11/26/2020,9.0
11/27/2020,6.0
11/28/2020,2.0
11/29/2020,11.0
11/30/2020,13.0
12/1/2020,10.0
12/2/2020,17.0
12/3/2020,28.0
12/4/2020,17.0
12/5/2020,7.0
12/6/2020,19.0
12/7/2020,21.0
12/8/2020,17.0
12/9/2020,25.0
12/10/2020,28.0
12/11/2020,35.0
12/12/2020,4.0
12/13/2020,38.0
12/14/2020,76.0
12/15/2020,67.0
12/16/2020,79.0
12/17/2020,86.0
12/18/2020,89.0
12/19/2020,33.0
12/20/2020,89.0
12/21/2020,197.0
12/22/2020,262.0
12/23/2020,168.0
12/24/2020,214.0
12/25/2020,166.0
12/26/2020,45.0
12/27/2020,147.0
12/28/2020,233.0
12/29/2020,296.0
12/30/2020,315.0
12/31/2020,238.0
1/1/2021,303.0
1/2/2021,62.0
1/3/2021,278.0
1/4/2021,506.0
1/5/2021,396.0
1/6/2021,431.0
1/7/2021,422.0
1/8/2021,362.0
1/9/2021,215.0
1/10/2021,450.0
1/11/2021,610.0
1/12/2021,556.0
1/13/2021,787.0
1/14/2021,637.0
1/15/2021,474.0
1/16/2021,119.0
1/17/2021,422.0
1/18/2021,844.0
1/19/2021,512.0
1/20/2021,571.0
1/21/2021,444.0
1/22/2021,487.0
1/23/2021,105.0
1/24/2021,430.0
1/25/2021,596.0
1/26/2021,496.0
1/27/2021,434.0
1/28/2021,448.0
1/29/2021,356.0
1/30/2021,57.0
1/31/2021,321.0
2/1/2021,593.0
2/2/2021,479.0
2/3/2021,404.0
2/4/2021,439.0
2/5/2021,274.0
2/6/2021,41.0
2/7/2021,180.0
2/8/2021,421.0
2/9/2021,269.0
2/10/2021,235.0
2/11/2021,172.0
2/12/2021,137.0
2/13/2021,31.0
2/14/2021,152.0
2/15/2021,218.0
2/16/2021,155.0
2/17/2021,110.0
2/18/2021,112.0
2/19/2021,82.0
2/20/2021,8.0
2/21/2021,83.0
2/22/2021,151.0
2/23/2021,104.0
2/24/2021,99.0
2/25/2021,81.0
2/26/2021,49.0
2/27/2021,6.0
2/28/2021,85.0
3/1/2021,161.0
3/2/2021,119.0
3/3/2021,130.0
3/4/2021,107.0
3/5/2021,90.0
3/6/2021,27.0
3/7/2021,48.0
3/8/2021,75.0
3/9/2021,66.0
3/10/2021,52.0
3/11/2021,44.0
3/12/2021,36.0
3/13/2021,8.0
3/14/2021,20.0
3/15/2021,24.0
3/16/2021,17.0
3/17/2021,10.0
3/18/2021,10.0
3/19/2021,17.0
3/20/2021,1.0
3/21/2021,3.0
3/22/2021,6.0
3/23/2021,1.0
3/24/2021,0.0
3/25/2021,6.0
3/26/2021,5.0
3/27/2021,0.0
3/28/2021,0.0
3/29/2021,4.0
3/30/2021,0.0
3/31/2021,2.0
4/1/2021,0.0
4/2/2021,3.0
4/3/2021,0.0
4/4/2021,1.0
4/5/2021,7.0
4/6/2021,2.0
4/7/2021,0.0
4/8/2021,4.0
4/9/2021,2.0
4/10/2021,0.0
4/11/2021,5.0
4/12/2021,4.0
4/13/2021,0.0
4/14/2021,2.0
4/15/2021,4.0
4/16/2021,2.0
4/17/2021,0.0
4/18/2021,1.0
4/19/2021,3.0
4/20/2021,1.0
4/21/2021,3.0
4/22/2021,0.0
4/23/2021,0.0
4/24/2021,0.0
4/25/2021,0.0
4/26/2021,0.0
4/27/2021,0.0
4/28/2021,0.0
4/29/2021,0.0
4/30/2021,1.0
5/1/2021,0.0
5/2/2021,0.0
5/3/2021,0.0
5/4/2021,0.0
5/5/2021,0.0
5/6/2021,0.0
5/7/2021,0.0
5/8/2021,0.0
5/9/2021,0.0
5/10/2021,0.0
5/11/2021,0.0
5/12/2021,0.0
5/13/2021,0.0
5/14/2021,1.0
5/15/2021,0.0
5/16/2021,0.0
5/17/2021,0.0
5/18/2021,0.0
5/19/2021,0.0
5/20/2021,0.0
5/21/2021,0.0
5/22/2021,0.0
5/23/2021,0.0
5/24/2021,0.0
5/25/2021,0.0
5/26/2021,0.0
5/27/2021,0.0
5/28/2021,0.0
5/29/2021,0.0
5/30/2021,0.0
5/31/2021,0.0
6/1/2021,0.0
6/2/2021,0.0
6/3/2021,0.0
6/4/2021,0.0
6/5/2021,0.0
6/6/2021,0.0
6/7/2021,0.0
6/8/2021,1.0
6/9/2021,0.0
6/10/2021,0.0
6/11/2021,0.0
6/12/2021,0.0
6/13/2021,0.0
6/14/2021,0.0
6/15/2021,0.0
6/16/2021,0.0
6/17/2021,0.0
6/18/2021,0.0
6/19/2021,0.0
6/20/2021,1.0
6/21/2021,0.0
6/22/2021,1.0
6/23/2021,0.0
6/24/2021,0.0
6/25/2021,0.0
6/26/2021,0.0
6/27/2021,0.0
6/28/2021,1.0
6/29/2021,0.0
6/30/2021,0.0
7/1/2021,1.0
7/2/2021,2.0
7/3/2021,0.0
7/4/2021,0.0
7/5/2021,1.0
7/6/2021,0.0
7/7/2021,2.0
7/8/2021,2.0
7/9/2021,2.0
7/10/2021,0.0
7/11/2021,1.0
7/12/2021,4.0
7/13/2021,3.0
7/14/2021,4.0
7/15/2021,7.0
7/16/2021,9.0
7/17/2021,6.0
7/18/2021,3.0
7/19/2021,6.0
7/20/2021,22.0
7/21/2021,8.0
7/22/2021,13.0
7/23/2021,4.0
7/24/2021,6.0
7/25/2021,5.0
7/26/2021,29.0
7/27/2021,22.0
7/28/2021,27.0
7/29/2021,32.0
7/30/2021,51.0
7/31/2021,11.0
8/1/2021,20.0
8/2/2021,84.0
8/3/2021,58.0
8/4/2021,71.0
8/5/2021,58.0
8/6/2021,57.0
8/7/2021,34.0
8/8/2021,36.0
8/9/2021,136.0
8/10/2021,72.0
8/11/2021,90.0
8/12/2021,117.0
8/13/2021,138.0
8/14/2021,42.0
8/15/2021,74.0
8/16/2021,239.0
8/17/2021,155.0
8/18/2021,140.0
8/19/2021,182.0
8/20/2021,230.0
8/21/2021,74.0
8/22/2021,132.0
8/23/2021,418.0
8/24/2021,380.0
8/25/2021,371.0
8/26/2021,380.0
8/27/2021,418.0
8/28/2021,145.0
8/29/2021,131.0
8/30/2021,615.0
8/31/2021,434.0
9/1/2021,442.0
9/2/2021,505.0
9/3/2021,513.0
9/4/2021,111.0
9/5/2021,168.0
9/6/2021,774.0
9/7/2021,139.0
9/8/2021,6.0
9/9/2021,214.0
9/10/2021,756.0
9/11/2021,402.0
9/12/2021,125.0
9/13/2021,476.0
9/14/2021,453.0
9/15/2021,238.0
9/16/2021,56.0
9/17/2021,103.0
9/18/2021,134.0
9/19/2021,95.0
9/20/2021,250.0
9/21/2021,69.0
9/22/2021,138.0
9/23/2021,190.0
9/24/2021,106.0
9/25/2021,16.0
9/26/2021,87.0
9/27/2021,144.0
9/28/2021,15.0
9/29/2021,96.0
9/30/2021,126.0
10/1/2021,86.0
10/2/2021,17.0
10/3/2021,66.0
10/4/2021,94.0
10/5/2021,41.0
10/6/2021,46.0
10/7/2021,40.0
10/8/2021,45.0
10/9/2021,6.0
10/10/2021,17.0
10/11/2021,72.0
10/12/2021,47.0
10/13/2021,21.0
10/14/2021,27.0
10/15/2021,27.0
10/16/2021,3.0
10/17/2021,26.0
10/18/2021,44.0
10/19/2021,30.0
10/20/2021,29.0
10/21/2021,18.0
10/22/2021,6.0
10/23/2021,0.0
10/24/2021,11.0
10/25/2021,17.0
10/26/2021,19.0
10/27/2021,13.0
10/28/2021,16.0
10/29/2021,7.0
10/30/2021,2.0
10/31/2021,9.0
11/1/2021,11.0
11/2/2021,6.0
11/3/2021,6.0
11/4/2021,8.0
11/5/2021,16.0
11/6/2021,0.0
11/7/2021,4.0
11/8/2021,10.0
11/9/2021,6.0
11/10/2021,8.0
11/11/2021,8.0
11/12/2021,6.0
11/13/2021,1.0
11/14/2021,4.0
11/15/2021,7.0
11/16/2021,8.0
11/17/2021,5.0
11/18/2021,5.0
11/19/2021,7.0
11/20/2021,0.0
11/21/2021,2.0
11/22/2021,19.0
11/23/2021,8.0
